filename	sentence
KCS4134022108.txt	창문틀 주위의 벽돌 줄눈에는 사춤 모르타르를 충분히 하여 방수가 잘 되게 한다.
KCS4134022108.txt	옆벽 쌓기는 좌우에서 같이 쌓아 올라가고 꺾쇠 및 못 등을 박을 때에는 진동, 이동 및 변형 등이 없게 하여 그 옆 모르타르가 진동으로 흘러내려 선틀이 안으로 휘지 않도록 주의한다.
KCS4134022108.txt	창문틀의 선틀재가 길어 옆 휨의 우려가 있을 때에는 안으로 휘어지는 것을 방지하기 위하여 중간 버팀대를 댄다.
KCS4134022108.txt	창문틀 옆벽의 벽돌 나누기를 하여 이오토막 등의 잔토막 벽돌을 사용하지 아니하고 사다리꼴로 반절하여 쌓는다.
KCS4134022108.txt	창문틀이나 나무벽돌 또는 고정철물의 주위에는 모르타르를 빈틈없이 사춤한다.
KCS4134022108.txt	벽돌면에 접촉되는 목부는 모두 방부제를 1회 칠하여 건조시킨 다음 설치한다.
KCS4134022108.txt	방부제는 한국산업표준에 적합한 제품 및 도면 또는 공사시방서의 지정 또는 담당원이 승인하는 것으로 한다.
KCS4134022108.txt	방부제도장을 할 때에는 목부의 치장면을 더럽히지 않도록 주의하고, 도장하는 면은 충분히 방부상 유효하게 칠한다.
KCS4134022108.txt	벽면 및 치장줄눈에 방수처리를 할 때에 그 재료배합 및 공법은 도면 또는 공사시방서에 따른다.
KCS4134022108.txt	벽돌 벽면의 비계장선의 끼움 구멍을 메울 때에는 방수 모르타르를 사용하여 그 구멍에 충분히 밀어 넣고 구멍깊이에 알맞은 벽돌을 끼운다.
KCS4134022108.txt	벽돌을 끼운 다음 주위에 사춤 모르타르를 빈틈없이 다져 넣고 방수에 유효하게 한다.
KCS4134022108.txt	지반에 접촉되는 부분의 벽체에는 지반 위, 마루 밑의 적당한 위치에 방습층을 수평줄눈의 위치에 설치한다.
KCS4134022108.txt	방습층의 방수 모르타르 바름은 수평면으로 평탄하게 하여 벽돌벽을 타고 상승하는 수분을 충분히 막을 수 있게 하여야 한다.
KCS4134022108.txt	쌓기가 완료된 벽돌은 어떠한 경우에도 움직이지 않도록 한다.
KCS4134022108.txt	벽돌의 모서리 돌출부 및 단부 등은 파손되지 않도록 적절한 재료를 사용하여 보양하고 더럽히지 않도록 주의한다.
KCS4134022108.txt	아직 지붕을 설치하지 않은 치장쌓기로서 직접 우로에 노출되는 부분은 매일의 공사가 끝날 때마다 두꺼운 방수시트로 벽 위를 덮고 단단히 고정시킨다.
KCS4134022108.txt	인방보는 도면 또는 공사시방서에 정하는 바에 따라 현장타설 콘크리트 부어넣기 또는 기성 콘크리트 부재로 한다.
KCS4134022108.txt	기성 콘크리트 인방보의 형상, 치수, 품질 및 제조방법 등은 도면 또는 공사시방서에 따른다.
KCS4134022108.txt	좌우의 벽체가 공간쌓기일 때에는 콘크리트가 그 공간에 떨어지지 아니하도록 벽돌 또는 철판 등으로 막는다.
KCS4134022108.txt	바닥판 및 차양 등을 철근콘크리트조로 할 때에는 이어붓기 자리가 내력 상 및 방수 상 지장이 없도록 하고 필요에 따라 적절히 보강한다.
KCS4134022108.txt	테두리보에 접합되는 목조보 및 철골보의 위치에는 콘크리트를 부어넣을 때에 설치 고정용의 앵커볼트, 달쇠, 기타 설치 고정철물을 정확한 위치에 빠짐없이 묻어둔다.
KCS4134022108.txt	강재와 조적 부분과의 접촉부분은 강재의 모양에 알맞도록 쌓는다.
KCS4134022108.txt	강재와의 접촉면에는 빈틈없이 모르타르를 채워 넣는다.
KCS4135092108.txt	인조대리석은 내부 시공에 한하며, 외부 사용 시에는 탈색 및 기온에 의한 휨 현상으로 탈락할 수 있으므로 외부 사용 시에는 담당원의 승인을 받는다.
KCS4135092108.txt	인조대리석은 직사광선 및 지나친 수분이 노출되는 곳에 보관하지 않는다.
KCS4135092108.txt	인조대리석의 재질 및 색상, 문양, 마감 등은 미리 정하고 견본품을 제출하여 담당원의 승인을 받는다.
KCS4135092108.txt	에 따르고, 기타 사항은 도면 또는 공사시방서에 따른다.
KCS4135092108.txt	인조대리석의 시공개소, 종류, 규격, 판의 형상, 기타 필요한 사항은 도면 또는 공사시방서에 따른다.
KCS4135092108.txt	인조대리석 시공 전 다음 항목들에 대하여 확인하고 미비한 것은 충분히 보수한다.
KCS4135092108.txt	에 따르며, 습식시공할 때에는 실링제를 사용하지 않으며, 줄눈용 모르타르를 사용한다.
KCS4135092108.txt	백시멘트계 인조대리석은 즉시 줄눈작업이 가능하지만 수지계 인조대리석은 흡수율이 매우 낮기 때문에 채움 모르타르가 양생되고 남은 수분이 줄눈 사이로 빠져나갈 수 있도록 충분한 시간이 지난 후 줄눈작업을 한다.
KCS4135092108.txt	줄눈작업 전 줄눈 사이에 있는 모르타르, 이물질, 먼지 등을 완전히 제거하여야 한다.
KCS4135092108.txt	줄눈작업 후 인조대리석에 묻은 줄눈 모르타르는 젖은 스펀지나 헝겊을 이용하여 즉시 제거해야 광택 저하 및 탈색을 방지할 수 있다.
KCS4135092108.txt	줄눈작업은 줄눈용 모르타르를 줄눈 속 깊이 충분히 밀어 넣은 후 줄눈 칼로 줄눈 부위를 누르면서 일정한 형상을 만든다.
KCS4135092108.txt	보양재는 인조대리석의 표면에 습기가 차지 않고 통풍이 잘 되는 것으로 한다.
KCS4135092108.txt	청소 시 철솔이나 거친 자재 또는 부식성이 있는 세제를 사용하여 청소하면 흠집, 탈색의 원인이 되므로 사용하여서는 안 된다.
KCS4135092108.txt	인조대리석 시공 전 다음 항목들에 대하여 확인하고 미비한 것은 충분히 보수한다.
KCS4135092108.txt	에 따르며, 습식시공할 때에는 실링제를 사용하지 않으며, 줄눈용 모르타르를 사용한다.
KCS4135092108.txt	백시멘트계 인조대리석은 즉시 줄눈작업이 가능하지만 수지계 인조대리석은 흡수율이 매우 낮기 때문에 채움 모르타르가 양생되고, 남은 수분이 줄눈 사이로 빠져나갈 수 있도록 충분한 시간이 지난 후 줄눈작업을 실시한다.
KCS4135092108.txt	줄눈작업 전 줄눈 사이에 있는 모르타르, 이물질, 먼지 등을 완전히 제거하여야 한다.
KCS4135092108.txt	줄눈작업 후 인조대리석에 묻은 줄눈 모르타르는 젖은 스펀지나 헝겊을 이용하여 즉시 제거하여야 광택저하 및 탈색을 방지할 수 있다.
KCS4135092108.txt	줄눈작업은 줄눈용 모르타르를 줄눈 속 깊이 충분히 밀어 넣은 후 줄눈 칼로 줄눈 부위를 누르면서 일정한 형상을 만든다.
KCS4135092108.txt	보양재는 인조대리석의 표면에 습기가 차지 않고 통풍이 잘 되는 것으로 한다.
KCS4135092108.txt	청소 시 철솔이나 거친 자재 또는 부식성이 있는 세제를 사용하여 청소하면 흠집, 탈색의 원인이 되므로 사용해서는 안 된다.
KCS4135092108.txt	인조대리석 뒤채움 모르타르에 의거하여 결로가 발생할 수 있으므로 습기가 응집될 우려가 있는 부분의 줄눈에는 숨구멍 또는 환기구를 설치하도록 한다.
KCS4135092108.txt	콘크리트 이어치기 부분, 익스팬션 조인트, 균열, 콜드 조인트, 허니컴 등이 있을 때는 보수한다.
KCS4135092108.txt	직사광선 및 풍우 등에 노출되지 않도록 보호막으로 보호하여야 한다.
KCS4135092108.txt	시공 후 시공면이 양생될 때까지 통풍이 잘 되도록 한다.
KCS4135092108.txt	설치할 구조체에 이물질이나 콘크리트 이어치기 부분, 익스펜션 조인트, 균열, 콜드조인트, 허니컴 등이 있을 때 보수한다.
KCS4135092108.txt	상하 좌우의 인조대리석 간에 턱이 없도록 수직과 수평을 맞추어야 한다.
KCS4135092108.txt	구조체의 습기 및 수분을 제거한다.
KCS4151012108.txt	수급인은 설계도서의 내용을 충분히 검토하여 설계도서에서 정하는 경우를 제외하고 공사의 완성을 위해 필요한 수단 및 방법을 결정한다.
KCS4151012108.txt	수급인은 설계도서의 내용이 명확하지 않은 경우, 그 내용에 의문사항이 있을 경우, 또는 현장사정과 일치하지 않을 경우에는 담당원과 상의하여 해결책을 강구한다.
KCS4151012108.txt	나누기도를 반드시 작성하여 자재의 손실이 최소가 되도록 한다.
KCS4151012108.txt	환경보전에 도움이 되는 공법, 기자재를 우선적으로 이용하고 부득이하게 사용할 수 없을 때는 재자원화를 고려하여 시공한다.
KCS4151012108.txt	공사 중 문제가 발생하지 않도록 하기 위하여 다음 사항을 고려한다.
KCS4151012108.txt	차음성이 요구되는 실에는 다음 항목에 유의한다.
KCS4151012108.txt	충격음 방지에 대해서는 마감자재뿐만 아니라 구법에도 유의한다.
KCS4151012108.txt	벽 및 천장에서 보드류 시공은 공진 현상에 의한 성능 저하를 피하는 고정방법을 강구하도록 한다.
KCS4151012108.txt	담당원이 필요하다고 인정할 때는 시험을 실시하여 성능을 확인한다.
KCS4151012108.txt	단열성이 요구되는 실에는 다음 항목에 유의한다.
KCS4151012108.txt	바탕구법은 단열의 끊김이 생기지 않도록 한다.
KCS4151012108.txt	단열재 고정에 있어서는 그 연속성을 확보한다.
KCS4151012108.txt	내부 결로를 방지하기 위해 필요에 따라 적절한 위치에 방습층을 설치한다.
KCS4151012108.txt	방화성이 요구되는 실에서는 다음 항목에 유의한다.
KCS4151012108.txt	연소성은 마감재의 종류에 따라 다르기 때문에 선택 시 유의한다.
KCS4151012108.txt	벽 및 천장에 공인된 방화자재를 사용할 때는 바탕재의 방화성에 대해서도 배려한다.
KCS4151012108.txt	벽 및 천장에 공인된 방화, 내화구조를 채용하는 경우는 정해진 바탕 구성, 자재의 종류 및 구성 등을 충실히 준수하여 시공한다.
KCS4151012108.txt	개구부 주위, 관통배관 주위 등 방화상 결함이 생기기 쉬운 장소는 내화성능이 있는 자재 등으로 밀실하게 충전한다.
KCS4151012108.txt	시공에 앞서 바탕면을 점검하여 작업에 지장이 없음을 확인한다.
KCS4151012108.txt	시공은 설계도서 및 담당원의 승인을 받은 공정표, 시공도, 시방서 등에 따라, 타 공사와의 관련을 고려하여 시공한다.
KCS4151012108.txt	사용자재 및 구법에 따라서는 시공 시의 온도, 습도에 따라 영향을 받을 수 있으므로 이와 같은 영향이 예상되는 경우에는 담당원과 협의하여 대책을 강구한다.
KCS4151012108.txt	기존 부분, 시공완료 부분에 파손 및 오염의 우려가 있을 경우는 종이, 천, 목재 등으로 보양한다.
KCS4151012108.txt	접착제 등을 사용하는 곳은 접착제가 경화할 때까지 유해한 충격이나 진동을 받지 않도록 통행을 금지하며, 주변의 타 공사에 대해서도 적절한 조치를 한다.
KCS4151012108.txt	공사완료 후에는 보양재를 제거하고 청소한 후 검사를 실시한다.
KCS4151012108.txt	수급인은 전 공정에 걸쳐 자체적인 검사를 통해 품질관리를 한다.
KCS4151012108.txt	담당원의 입회검사 항목은 사전에 협의하고, 검사결과에 대하여 담당원의 승인을 받는다.
KCS415503.txt	창틀 및 문의 제작은 반드시 현장실측을 통하여 사전승인 받은 창호제작상세도와 비교하여 일치여부를 확인한 후 개구부 크기나, 창호 주변의 마감 방법 등의 변경 여부를 담당원과 협의, 승인 후 제작에 착수한다.
KCS415503.txt	창틀 및 문의 가공은 창호제작상세도에 따라 공장에서 기계톱절단을 통해 정확하게 절단 및 조립을 한다.
KCS415503.txt	창틀조립 시 모든 절단면 접합부위와 고정나사 작업부위는 누수발생 예방을 위해 수밀성 조립이 되도록 이음부 내부 및 창틀 틈에 밀실하게 실링처리를 한다.
KCS415503.txt	공장에서 창틀 및 창문 제작 시 현장명과 창호번호를 부여하여 섞이지 않도록 한다.
KCS415503.txt	공장에서 반출 전에 실링 및 보양상태를 파악 후 건설현장에 출고 한다.
KCS415503.txt	먹메김은 건물 기준선으로부터 끌어낸다.
KCS415503.txt	창호를 설치한 후 출입 또는 작업으로 손상될 우려가 있는 곳에는 틀이 손상되지 않도록 보양한다.
KCS415503.txt	창호 표면에 모르타르나 불순물이 묻은 때에는 표면에 흠이 생기지 않도록 제거하고 청소한다.
KCS415503.txt	창호를 설치한 후, 전 수량의 창호에 대하여 담당원의 검사를 받는다.
KCS415503.txt	검사는 담당원, 수급인, 제작자의 입회하에 실시한다.
KCS415503.txt	담당원의 지시가 있을 경우에 수급인과 제작자는 검사보고서를 제출함으로써 이를 대체할 수 있다.
KCS415503.txt	검사결과, 불합격된 것은 수정하여 담당원의 승인을 받는다.
KCS4170012108.txt	특수건축공사에 사용되는 자재는 환경마크, 탄소마크, 환경성적표지 등 공인된 친환경 자재를 우선 사용한다.
KCS4170012108.txt	특수건축공사에 사용되는 자재는 전 과정에 걸쳐 에너지 소비와 이산화탄소 배출량이 적은 것을 우선적으로 선정한다.
KCS4170012108.txt	적절한 구매계획을 수립하여 잉여 자재가 발생하지 않도록 하고, 폐기물 발생을 최소화할 수 있는 자재를 우선적으로 사용한다.
KCS4170012108.txt	가설자재는 현장 인근에서 생산되면서 운반에너지가 적은 것을 우선적으로 선정하여 배기가스의 배출을 최소화한다.
KCS4170012108.txt	설치용 자재와 접합철물 및 기타 소모성 자재는 사전에 필요한 물량을 정확히 파악하여 손실률을 최소화하고 재활용을 도모하여 폐기물 배출을 최소화할 수 있도록 관리한다.
KCS4170012108.txt	원추, 연결체, 슬리브, 블록소켓, 핀 등은 고도의 숙련성을 필요로 하여 사고나 재시공이 빈번할 수 있는 자재는 되도록 피한다.
KCS4170012108.txt	특수건축공사의 시공에 앞서 현장의 환경조건을 사전에 검토하여 현장 및 인근의 환경보전 및 유해물질 배출의 최소화를 고려한 시공계획을 수립한다.
KCS4170012108.txt	녹색기술인증, 친환경 신기술 등 공인된 친환경 공법의 사용을 고려한다.
KCS4170012108.txt	천연자원의 보전에 도움이 되는 공법, 폐기물 배출을 최소화하는 공법을 사용한다.
KCS4170012108.txt	공사용 용수는 사용량을 측정하여 환경관리계획에 포함될 수 있도록 하고, 공사의 품질에 영향을 미치지 않는 범위 내에서 우수 및 중수를 적극적으로 활용한다.
KCS4170012108.txt	공사장에서 발생하는 폐기물, 분진, 오수 및 배수 등이 공사장과 공사장 인근의 대기, 토양 및 수질을 오염시키지 않도록 적절히 계획하고 조치하여야 한다.
KCS4170012108.txt	폐기물 발생을 최소화할 수 있는 공법을 우선적으로 사용하고, 부득이하게 발생한 폐기물 및 이용할 수 없게 된 자재의 재자원화를 고려한다.
KCS4170012108.txt	반출, 폐기 및 소각되는 경우에는 이에 따른 처분 및 운송에 의한 환경영향을 최소화할 수 있도록 고려한다.
KCS4170012108.txt	을 실시하여 공기누설을 억제하고 냉장실 문을 장시간 개방하는 경우에는 냉장실 출입구에 수직커튼을 설치하여 에너지 소비를 최소화한다.
KCS4170012108.txt	현장대리인은 모든 기술자 및 작업자에게 환경부하물질 및 폐기물의 배출량 절감, 재활용 방안 등을 교육시키고 환경관리 및 친환경시공이 가능하도록 유도한다.
KCS4170012108.txt	건축물의 사용 중에도 부재의 부식이나 유해물질의 배출 등 환경을 고려한 품질관리를 실시하여 전 과정에서의 환경관리 및 친환경시공이 되도록 한다.
KCS4130032108.txt	굳지 않는 콘크리트의 온도는 공사시방서에 따른다.
KCS4130032108.txt	계획배합은 시험비빔을 하여 정하고, 발주자 대리인의 지시에 따른다.
KCS4130032108.txt	시험비빔의 방법 및 시험항목은 공사시방서에 따른다.
KCS4130032108.txt	시공자는 시공에 앞서서 콘크리트의 제조 및 제조관리에 관한 계획서를 작성하여, 책임기술자의 검토 및 확인 후 발주자 대리인의 승인을 받는다.
KCS4130032108.txt	에 따르고, 종류 및 품질이 동일한 콘크리트는 원칙적으로 하나의 레디믹스트 콘크리트 공장에 발주한다.
KCS4130032108.txt	서중 콘크리트 및 매스콘크리트에 있어서 콘크리트의 온도를 저하시키기 위하여 특별한 조치를 강구하는 경우에는 공사시방서에 따른다.
KCS4130032108.txt	레디믹스트 콘크리트 운반차량의 경우 운반차량 드럼에 콘크리트 투입 시 드럼 내의 잔류수, 폐콘크리트 등의 잔류여부를 검사하고 이를 기록으로 남겨둔다.
KCS4130032108.txt	콘크리트의 운반 및 타설, 다짐에 관한 계획을 정하는 경우, 1회의 콘크리트 타설 구획, 타설 깊이 및 타설량은 거푸집 속으로 콘크리트를 균질하고 밀실하게 충전할 수 있는 한도 내로 한다.
KCS4130032108.txt	콘크리트의 운반방법 및 운반기구는 공사시방서에 따른다.
KCS4130032108.txt	에 따르며, 또한 다음 ①, ②에 따라 적절한 운반 방법 및 운반기구를 정하여 발주자 대리인의 승인을 받는다.
KCS4130032108.txt	버킷을 이용하는 경우는, 하부로부터 콘크리트를 배출하는 형식으로서 타설 장소에서 조작하여 임의로 배출 및 중단을 할 수 있는 구조의 것을 사용한다.
KCS4130032108.txt	벨트 컨베이어를 이용하여 콘크리트를 운반하는 경우는 콘크리트의 분리 및 시멘트 페이스트의 손실을 생기지 않게 하는 구조의 것으로서 품질변화가 생기지 않도록 운반한다.
KCS4130032108.txt	콘크리트의 비빔 시작으로부터 타설이 끝나는 시간의 한도는 공사시방서에 따른다.
KCS4130032108.txt	콘크리트를 이어붓는 경우는 이음면의 레이턴스 및 취약한 콘크리트를 제거하고 건전한 콘크리트면을 노출시킨 후, 물로 충분히 습윤시킨다.
KCS4130032108.txt	거푸집, 철근, 이어붓기 부분의 콘크리트에 살수한 물은 콘크리트의 타설 직전에 고압공기 등으로 제거한다.
KCS4130032108.txt	에 따르고, 구조내력 및 내구성을 손상하지 않도록 하며 발주자 대리인의 승인을 받는다.
KCS4130032108.txt	벽부분의 콘크리트는 각 부분이 항상 거의 동일한 높이가 되도록 타설한다.
KCS4130032108.txt	콘크리트의 자유낙하높이는 콘크리트가 분리하지 않는 범위로 한다.
KCS4130032108.txt	미리 정해진 타설 이음부 이외의 장소에서의 콘크리트 타설을 중단하는 경우에는 콘크리트의 응결의 속도를 고려하여 타설을 다시 시작한 콘크리트와 미리 타설한 콘크리트가 일체화할 수 있는 시간의 한도 이내로 한다.
KCS4130032108.txt	다짐은 충분한 기술과 경험을 가진 숙련된 작업원이 조작하는 콘크리트 봉형 진동기 및 거푸집 진동기를 주로 하고 필요에 따라 다른 기구를 보조적으로 사용한다.
