genre	filename	year	id	score	sentence1	sentence2
Con-captions	Const	2024	0023	5.000	접합부 콘크리트(joint concrete)	프리캐스트 콘크리트 제품의 접합부에 사용되는 현장타설 콘크리트
Con-captions	Const	2024	0024	5.000	증기 양생(steam curing)	높은 온도의 수증기 속에서 실시하는 촉진 양생
Con-captions	Const	2024	0025	5.000	촉진 양생(accelerated curing)	온도를 높게 하거나 높은 압력을 가하여 콘크리트의 경화나 강도의 발현을 빠르게 하는 양생
Con-captions	Const	2024	0026	5.000	충전 모르타르(joint mortar)	프리캐스트 콘크리트 제품 사이에 충전되거나 철근 용접용 포켓 등에 충전되는 모르타르
Con-captions	Const	2024	0027	5.000	충전 콘크리트(infilled concrete)	프리캐스트 콘크리트 벽체의 수직접합부 또는 프리캐스트 콘크리트 슬래브와 슬래브 사이 등 좁고 긴 형상의 접합부에 사용되는 콘크리트
Con-captions	Const	2024	0028	5.000	탈형(stripping)	콘크리트를 부어 넣은 후 일정한 기간이 경과한 다음, 거푸집으로부터 프리캐스트 콘크리트 제품을 떼어내는 공정
Con-captions	Const	2024	0029	5.000	탈형 강도(stripping strength)	탈형할 때의 콘크리트 압축강도로서 탈형 후 제품의 손상 방지나 응력의 원활한 전달을 위해 필요한 강도
Con-captions	Const	2024	0030	5.000	프리캐스트 콘크리트 제품(precast concrete product)	관리된 공장에서 제조되는 프리캐스트 콘크리트 제품
Con-captions	Const	2024	0031	5.000	품질기준강도(quality guaranteed compressive strength of concrete)	구조계산에서 정해진 설계기준압축강도와 내구성 설계를 반영한 내구성기준압축강도 중에서 큰 값 
Con-captions	Const	2024	0032	5.000	책임기술자(supervisor)	강구조 공사에 관한 전문지식을 가지고 강구조 공사의 설계 및 시공에 대하여 책임을 가지고 있는 자 또는 책임자로부터 각 공사에 대하여 책임의 일부분을 부담 받은 자로서, 정부가 임명한 기술담당 공무원 또는 그의 대리인이거나 건축법, 주택법 상의 감리원과 건설기술진흥법 상의 건설사업관리기술자 또는 발주자가 지정한 감독자나 감독 보조원을 의미한다.
Con-captions	Const	2024	0033	5.000	용접절차인정기록서(Procedure Qualification Record, PQR)	WPS의 근거자료로 용접절차시험(PQ-Test)의 측정기록 및 결과서를 말한다.
Con-captions	Const	2024	0034	5.000	용접절차시방서(Welding Procedure Specification, WPS)	규격 및 기술기준에 의해 용접이 될 수 있도록 작업자에게 알맞은 용접작업 지침을 제공하는 절차시방서를 말한다.
Con-captions	Const	2024	0035	5.000	강재앵커	합성보나 합성기둥에서 철근콘크리트와 강재 사이의 미끄럼을 방지하고 전단력을  전달하도록 강재에 용접되고 콘크리트 속에 매입된 스터드, ㄷ형강, 플레이트 또는  다른 형태의 강재로서 수평 및 수직력에 저항하는 요소
Con-captions	Const	2024	0036	5.000	강·콘크리트 합성구조	강재 단일부재 혹은 조립부재를 철근콘크리트 속에 배치하거나 일부만 콘크리트와 연결하여 외부를 감싸게 하고 강재와 철근콘크리트가 합성으로 외력에 저항하는 구조
Con-captions	Const	2024	0037	5.000	강합성 접합부	합성기둥과 합성보 접합부의 강도, 강성이 충분하여 각 부재의 전소성모멘트 이상의 모멘트강도를 갖는 접합부
Con-captions	Const	2024	0038	5.000	매입형 합성기둥	강재 단일부재 혹은 조립부재를 철근콘크리트 속에 매입하거나 강재의 외부를 철근콘크리트로 감싸서 강재와 철근콘크리트가 합성으로 거동하여 외력에 저항하는 기둥부재
Con-captions	Const	2024	0039	5.000	스터드앵커	콘크리트와 강재사이의 연결재로서 볼트형상으로 제작되어 콘크리트에 매립되고 몸통하부가 강재에 용접되어 전단력 및 인장력에 효과적으로 저항하며, 스터드커넥터라고도 함
Con-captions	Const	2024	0040	5.000	완전합성보	충분한 개수의 전단연결재를 사용하여 합성단면의 공칭소성휨강도를 발휘하는  합성보
Con-captions	Const	2024	0041	5.000	콘크리트충전강관(Concrete Filled Tube, CFT)	원형강관 또는 각형강관 속에 콘크리트를 충전한  것으로 기둥부재에 쓰임
Con-captions	Const	2024	0042	5.000	충전형 합성기둥	콘크리트로 충전된 사각 또는 원형강관으로 이루어진 합성기둥
Con-captions	Const	2024	0043	5.000	충전형 합성보	콘크리트로 충전된 사각 또는 원형강관으로 이루어진 합성보
Con-captions	Const	2024	0044	5.000	합성기둥	철근콘크리트로 피복된 강재단면이나 철근콘크리트로 충전된 강관단면을 사용한  기둥
Con-captions	Const	2024	0045	5.000	합성보	강재보가 슬래브와 연결되어 하나의 구조물로 구조적 거동을 할 수 있는 보로서 노출형합성보, 매입형합성보, 부분매입형합성보, 충전형합성보가 있음
Con-captions	Const	2024	0046	5.000	갈라짐	나무가 생장과정에서 응력을 받거나 건조과정에서 방향에 따른 수축률의 차이로 인하여 목재조직 사이가 벌어진 결함
Con-captions	Const	2024	0047	5.000	겹처마	서까래와 부연을 한꺼번에 구성한 처마
Con-captions	Const	2024	0048	5.000	고주(高柱)	건물 바깥 기둥 안쪽으로 내부에 세우는 높은 기둥
Con-captions	Const	2024	0049	5.000	곡연(曲椽)	선자서까래
Con-captions	Const	2024	0050	5.000	굴도리	도리가 둥근 나무로 만들어진 것으로 납도리의 대칭
Con-captions	Const	2024	0051	5.000	귀기둥	집의 네 귀 모퉁이에 서 있는 기둥
Con-captions	Const	2024	0052	5.000	기둥	주초 위에 세워 보⋅도리 등을 받치는 둥글거나 네모진 굵은 나무
Con-captions	Const	2024	0053	5.000	 대들보(大樑)	기둥 사이에 건너지르는 여러 개의 보 중에서 가장 기본이 되는 큰 보 도구
Con-captions	Const	2024	0054	5.000	보수	유지관리에 포함되는 행위의 일부로서 기존 건축물의 소모적인 부품과 재료의 교체, 나사 재조임, 주유 등의 조치와 기능 회복을 위하여 먼지나 얼룩 등을 제거하는 작업
Con-captions	Const	2024	0055	5.000	유지관리	일반적으로 수리, 갱신, 점검보수, 운전, 청소 등을 포함하여 기존 건축물의 초기 성능과 기능을 유지하기 위한 행위
Con-captions	Const	2024	0056	5.000	접합	두 개 이상의 부재를 못, 철물, 접착제 또는 짜맞춤 등으로 연결하는 작업
Con-captions	Const	2024	0057	5.000	접합철물	두 개 이상의 부재를 접합하기 위해 사용되는 평강판과 걸쇠철물, 연마철물 등의 금속제품
Con-captions	Const	2024	0058	5.000	제재목	각재, 판재 및 원주재를 포함하며 길이를 따라 단면의 형상과 크기가 균일한 목재
Con-captions	Const	2024	0059	5.000	조임쇠	두 개 이상의 부재를 서로 밀착되도록 접합시키기 위하여 사용되는 못, 볼트, 래그나사못, 드리프트핀 등 조임용 철물의 총칭
Con-captions	Const	2024	0060	5.000	집성재	목재 층재를 섬유방향이 평행하도록 하여 두께 및 길이방향으로 집성 접착한 목재제품으로 구조용 집성재 및 수장용 집성재를 포함 
Con-captions	Const	2024	0061	5.000	따냄(notch)	파냄이라고도 하며 통나무 벽체를 쌓을 때 통나무재가 직각 또는 일정한 각도로 만나는  통나무 상단재와 하단재의 맞춤 부분
Con-captions	Const	2024	0062	5.000	래그볼트(lag bolt)	래그나사못(lag screw)이라고 하며, 통나무건축에서 침하하는 부재와 침하하지 않는 부재 간에 고정하기 위하여 사용되는 볼트로 한쪽 끝이 나선으로 되어 있고 너트가 필요하지 않음.
Con-captions	Const	2024	0063	5.000	못박기재(nailer)	통나무건축에서 창호 선틀 등의 부재를 부착하기 위하여 못박기 받침으로 설치하는 부재
Con-captions	Const	2024	0064	5.000	박피 칼(draw knife)	원목의 수피를 벗길 때 사용하는 도구
Con-captions	Const	2024	0065	5.000	비녀장부(key way)	내력벽체에 개구부를 설치하기 위하여 통나무재를 따낸 후 벽체가 수직으로 침하하도록 각재를 끼우기 위하여 파낸 홈
Con-captions	Const	2024	0066	5.000	스크라이빙(그렝이질, scribing)	통나무 벽체 쌓기를 할 때 하단의 통나무재 모양에 맞추어 상단에 쌓을 통나무재 하부에 스크라이버로 그리는 작업
Con-captions	Const	2024	0067	5.000	주먹장따냄(dovetail notch)	따냄의 한 종류로 제비꼬리 모양으로 만든 따냄
Con-captions	Const	2024	0068	5.000	침하(settling)	통나무건축에서 통나무재가 건조하면서 발생하는 건조 수축과 층층이 쌓인 상부 통나무재에서 가해지는 압축하중에 따른 목재 섬유질의 지압으로 인하여 통나무벽체의 높이가 낮아지는 현상
Con-captions	Const	2024	0069	5.000	통나무의 지름	통상 통나무의 말구지름을 뜻함
Con-captions	Const	2024	0070	5.000	가로근 삽입블록	철근을 가로로 배치하고 콘크리트를 충전할 수 있는 형상을 갖춘 블록
Con-captions	Const	2024	0071	5.000	가로보강근	블록의 속빈 부분에 수평방향으로 배근된 철근의 총칭
Con-captions	Const	2024	0072	5.000	가로줄눈	조적개체의 이음부에 설치되는 수평 모르타르 줄눈
Con-captions	Const	2024	0073	5.000	거푸집 블록	L형, 역T자형, U자형 등으로 만들어 콘크리트조의 거푸집을 겸하게 된 블록으로 내부에 철근배근 및 콘크리트를 채워 넣을 수 있는 블록
Con-captions	Const	2024	0074	5.000	거푸집 블록구조	거푸집 콘크리트 블록을 사용하여 조합시켜 거푸집으로 하고 공동 부분에 철근을 배근하고 그라우팅하여 내력벽과 기둥, 보 등의 구조체를 만드는 블록구조
Con-captions	Const	2024	0075	5.000	그라우트	시멘트 성분을 가진 재료와 골재의 혼합물로 구성되어 있으며, 조적개체의 사이 혹은 속빈 조적개체의 채움용으로 쓰이는 모르타르 혹은 콘크리트
Con-captions	Const	2024	0076	5.000	단순블록구조	블록을 단순히 쌓거나 수평줄눈에 철망(wire mesh)을 넣는 정도로 보강한 블록구조
Con-captions	Const	2024	0077	5.000	대형 벽돌	표준형보다 큰 형상의 벽돌. 주로 보강용의 공동부(空洞部)를 가진 것
Con-captions	Const	2024	0078	5.000	막힌줄눈쌓기	세로줄눈이 막히도록 개체를 길이로 쌓는 방법
Con-captions	Const	2024	0079	5.000	면살(shell)	속빈 블록 개체의 바깥살 부분
Con-captions	Const	2024	0080	5.000	무브먼트줄눈	벽돌의 흡수팽창 및 열팽창을 흡수⋅완화하도록 설치하는 신축줄눈
Con-captions	Const	2024	0081	5.000	물축임	깔모르타르, 줄눈 모르타르 및 충전 모르타르 중의 물을 벽돌구조체가 흡수하지 않도록 사전에 벽돌면 및 바탕면에 적절히 물을 뿌려주는 것.
Con-captions	Const	2024	0082	5.000	바탕모르타르	벽돌쌓기에서 쌓기면에 미리 깔아 놓은 모르타르 혹은 벽돌을 바닥에 붙일 경우의 바탕에 까는 모르타르
Con-captions	Const	2024	0083	5.000	반절 벽돌	표준형 벽돌을 길이 방향으로 종절단한 형상의 벽돌
Con-captions	Const	2024	0084	5.000	보강블록구조	속빈 콘크리트 블록 개체의 속빈 부분 또는 수직단면 간의 공동부에 철근을 매입하고 그라우팅하여 내력벽으로 한 블록구조
Con-captions	Const	2024	0085	5.000	보강철물	정착철물과 벽돌쌓기벽을 콘크리트 구체에 연결하여 면 외의 전도를 방지하고, 철물과 벽돌의 하중을 구체에 분담시키기 위해 벽돌벽에 일정 간격으로 설치하는 철물 등의 총칭
Con-captions	Const	2024	0086	5.000	붙임 모르타르	얇은 벽돌을 붙이기 위해 바탕 모르타르 또는 벽돌 안쪽 면에 사용하는 접착용 모르타르
Con-captions	Const	2024	0087	5.000	선틀 블록(jamb block)	창문틀의 좌우에 붙여 쌓아 창문틀과 잘 물리게 된 특수 블록
Con-captions	Const	2024	0088	5.000	세로보강근	블록의 속빈 부분에 연직방향으로 배근된 철근의 총칭
Con-captions	Const	2024	0089	5.000	세로줄눈	조적개체가 설치되는 수직 모르타르 줄눈
Con-captions	Const	2024	0090	5.000	신축줄눈	벽돌 또는 벽돌이 접합하는 구체의 팽창 및 수축에 대한 균열 등의 손상이 발생하지 않도록 미리 설치하여 탄력성을 갖게 한 줄눈
Con-captions	Const	2024	0091	5.000	아치 쌓기	쐐기형으로 성형된 벽돌을 사용하든지 또는 줄눈두께를 조정하여 아치형으로 쌓는 것
Con-captions	Const	2024	0092	5.000	안채움 모르타르	벽돌쌓기공사에서 쌓기 벽돌과 콘크리트 구체 사이에 충전되는 모르타르
Con-captions	Const	2024	0093	5.000	연결줄눈	내부 수직단면과 외부 수직단면을 길이방향으로 연결하는 모르타르 혹은 그라우팅의 수직줄눈
Con-captions	Const	2024	0094	5.000	이형블록	용도에 의해 블록의 형상이 기본블록과 다른 창대블록, 인방블록, 가로근 배근용 블록 및 기타 특수형으로 된 콘크리트 블록의 총칭
Con-captions	Const	2024	0095	5.000	익스팬션 조인트	구조체의 지진 등에 의한 변형, 온냉 및 건습에 따른 변형을 흡수하도록 건축물의 연직방향으로 끊어 설치하는 신축줄눈
Con-captions	Const	2024	0096	5.000	인방블록	창문틀 위에 쌓아 철근과 콘크리트를 다져 넣어 보강하게 된 U자형 블록
Con-captions	Const	2024	0097	5.000	정착 철물	벽돌벽을 콘크리트 구체에 정착시키는 보강철물
Con-captions	Const	2024	0098	5.000	줄눈 모르타르	벽돌의 줄눈에 벽돌을 상호 접착하기 위해 사용되는 모르타르
Con-captions	Const	2024	0099	5.000	중간살(web)	속빈 블록 개체의 내부에 속한 살 부분
Con-captions	Const	2024	0100	5.000	창대블록	창문틀의 밑에 쌓는 블록
Con-captions	Const	2024	0101	5.000	충전 콘크리트(모르타르)	보강벽돌공사에서 공동벽돌 쌓기에 의해 생기는 배근용 공동부 등에 충전하는 콘크리트(모르타르)
Con-captions	Const	2024	0102	5.000	치장줄눈 모르타르	벽돌쌓기 후의 줄눈에 치장 및 내구성 등을 목적으로 사용하는 치장용 모르타르
Con-captions	Const	2024	0103	5.000	통줄눈쌓기	세로줄눈이 일직선이 되도록 개체를 길이로 쌓는 방법
Con-captions	Const	2024	0104	5.000	프리즘	그라우트 또는 모르타르가 포함된 단위조적 개체로서 조적조의 성질을 규정하기 위해 사용하는 시험체
Con-captions	Const	2024	0105	5.000	한도 견본	사용상 유해하다고 생각되는 결점의 외관 판정 상 규준을 명확히 하기 위해 사용하는 견본 
Con-captions	Const	2024	0106	5.000	강화 유리문 고정법	강화 유리문을 플로어 힌지(floor hinge) 등의 철물을 사용하여 고정하는 방법
Con-captions	Const	2024	0107	5.000	경사단면	유리절단시 발생하는 결함으로 일반적으로는 깎임이라 함.
Con-captions	Const	2024	0108	5.000	구멍흠집	유리면에 경도가 높은 재질이 국부적으로 접촉할 때 생기는 흠집으로 특히 절단면에 발생하기 쉽다.
Con-captions	Const	2024	0109	5.000	구조 개스킷	클로로프렌 고무 등으로 압출성형에 의해 제조되어 유리의 보호 및 지지기능과 수밀기능을 지닌 개스킷으로서 지퍼 개스킷이라고도 불린다. 일반적으로 PC콘크리트에 사용되는 Y형 개스킷과 금속프레임에 사용되는 H형 개스킷이 있다.
Con-captions	Const	2024	0110	5.000	구조 개스킷 고정법	구조 개스킷 고정법에는 Y형 개스킷 고정법, H형 개스킷 고정법이 있다. Y형 개스킷 고정법은 콘크리트, 돌 등의 U형 홈에 Y형 구조 개스킷을 설치하여 유리를 끼우는 고정법이다. H형 개스킷 고정법은 금속프레임 등에 H형 개스킷을 사용해서 유리를 설치하는 방법이다.
Con-captions	Const	2024	0111	5.000	그레이징 개스킷	염화비닐 등으로 압출성형에 의해 제조된 유리끼움용 부재료로서 U형 그레이징 채널과 J형 그레이징 비드가 있다.
Con-captions	Const	2024	0112	5.000	그레이징 개스킷 고정법	그레이징 개스킷 고정법에는 그레이징 채널 고정법과 그레이징 비드 고정법이 있다.
Con-captions	Const	2024	0113	5.000	그레이징 채널 고정법	금속 또는 플라스틱의 U형 홈에 유리를 끼우는 경우에 U형 그레이징 채널을 사용하는 고정법이다.
Con-captions	Const	2024	0114	5.000	그레이징 비드 고정법	금속 또는 플라스틱의 누름고정용 홈에 유리를 끼우는 경우에 J형 그레이징 비드를 사용하는 고정법이다. 이밖에 금속 또는 플라스틱의 끼우기 홈에 유리를 끼우는 경우에 개스킷을 사용하는 고정법이 있다.
Con-captions	Const	2024	0115	5.000	끼우기	유리를 새시 등의 끼우기 홈에 규정대로 끼우는 것
Con-captions	Const	2024	0116	5.000	끼우기 홈	유리를 지지하기 위한 창틀에 설치하는 홈으로서 그 홈의 단면치수는 끼우기 판유리의 두께에 따라 내풍압성능, 내진성능, 열깨짐 방지성능 등을 고려하여 정한다.
Con-captions	Const	2024	0117	5.000	나사고정법	거울, 장식유리 등의 모서리에 구멍을 뚫어 장식나사로 고정하는 방법이다.
Con-captions	Const	2024	0118	5.000	단면결손	절단면에 집중적으로 힘이 가해진 경우에 유리면이 움푹 패이는 현상
Con-captions	Const	2024	0119	5.000	단열간봉(warm-edge spacer)	복층 유리의 간격을 유지하며 열 전달을 차단하는 재료로, 기존의 열전도율이 높은 알루미늄 간봉의 취약한 단열문제를 해결하기 위한 방법으로 warm-edge technology를 적용한 간봉이다. 고단열 및 창호에서의 결로방지를 위한 목적으로 적용된다.
Con-captions	Const	2024	0120	5.000	대형 판유리 고정법	대형 판유리 고정법에는 현수 그레이징 시스템과 리브 보강그레이징 시스템 및 이들을 복합한 시공방법이 있다. 리브 보강 그레이징 시스템 공법은 금속 멀리언 대신에 리브유리를 측부 보강재료로 사용하는 시공법이다. 현수 그레이징 시스템 공법은 금속 클램프를 이용하여 보나 슬래브에 매다는 고정법이다.
Con-captions	Const	2024	0121	5.000	레진접합(CIP cast-in-place resin)	두 장의 유리사이에 레진을 부어 넣은 후 굳혀 접합 함.
Con-captions	Const	2024	0122	5.000	로이유리(low-emissivity glass)	열 적외선(infrared)을 반사하는 은소재 도막으로 코팅하여 방사율과 열관류율을 낮추고 가시광선 투과율을 높인 유리로서 일반적으로 복층 유리로 제조하여 사용하며 저방사유리라고도 한다.
Con-captions	Const	2024	0123	5.000	백업(back up)재	실링 시공인 경우에 부재의 측면과 유리면 사이의 면 클리어런스 부위에 연속적으로 충전하여 유리를 고정하고 시일 타설시 시일 받침 역할을 하는 부재료로서 일반적으로 폴리에틸렌 폼, 발포고무, 중공솔리드고무 등이 사용된다.
Con-captions	Const	2024	0124	5.000	부정형 실링재 고정법	부정형 실링재 고정법에는 탄성 실링재 고정법이 있다. 탄성실링재 고정법은 금속, 플라스틱, 나무 등의 U형 홈 또는 누름고정용 홈에 유리를 끼우는 경우에 탄성 실링재를 사용하는 고정법이다.
Con-captions	Const	2024	0125	5.000	샌드 블라스트 (sand blast) 가공	유리면에 기계적으로 모래를 뿌려 미세한 흠집을 만들어 빛을 산란시키기 위한 목적의 가공
Con-captions	Const	2024	0126	5.000	세팅 블록	새시 하단부의 유리끼움용 부재료로서 유리의 자중을 지지하는 고임재
Con-captions	Const	2024	0127	5.000	스페이서(spacer)	유리 끼우기 홈의 측면과 유리면 사이의 면 클리어런스를 주며, 복층유리의 간격을 고정하는 블록
Con-captions	Const	2024	0128	5.000	에칭(etching)	화학약품에 의한 부식현상을 응용한 가공으로서 유리에는 주로 산을 사용하는 경우가 많다.
Con-captions	Const	2024	0129	5.000	에틸렌비닐아세테이트(EVA Ethylene Vinylacetate)	접합 유리 소재로 사용 함
Con-captions	Const	2024	0130	5.000	열깨짐	태양의 복사열 작용에 의해 열을 받는 부분과 받지 않는 부분(끼우기홈 내)의 팽창성 차이 때문에 발생하는 응력으로 인하여 유리가 파손되는 현상
Con-captions	Const	2024	0131	5.000	열선 반사 유리	판유리의 한쪽 면에 열선반사막을 코팅하여 일사열의 차폐성능을 높인 유리
Con-captions	Const	2024	0132	5.000	완충재	충격시 유리 절단면과 새시의 직접적인 접촉을 방지하기 위해서 새시의 좌우 측면에 끼우는 고무블록으로서 주로 개폐창호에 사용된다.
Con-captions	Const	2024	0133	5.000	유리 단부	판유리를 절단했을 때 절단된 단면의 절단각, 절단면, 절단부위의 총칭
Con-captions	Const	2024	0134	5.000	유리 일람표	해당 건물에 사용되는 유리의 전체 사양이 표시된 것으로 일반적으로는 종류, 두께, 형태, 치수, 가공방법 등으로 분류하여 각각의 수량을 기입한 형태이다.
Con-captions	Const	2024	0135	5.000	유리펜스(fence) 고정법	계단의 측판 또는 바닥에 매입된 철물을 사용하여 강화 유리, 접합 유리 등을 세워 난간, 실내 칸막이, 요벽 등을 구성하는 고정법이다.
Con-captions	Const	2024	0136	5.000	절단면연마	유리 절단 후에 각진 절단부위를 적절히 연마하는 방법으로 사람이 손으로 만져도 상처를 입지 않게 한다.
Con-captions	Const	2024	0137	5.000	접착 고정법	거울, 장식유리 등을 양면접착테이프 및 접착제를 이용하여 부착시키는 고정 방법이다.
Con-captions	Const	2024	0138	5.000	접착, 지지철물 병용 고정법	거울, 장식유리 등의 뒷면을 바탕면에 접착하고 유리 단부를 지지철물로 고정하는 방법이다.
Con-captions	Const	2024	0139	5.000	제연경계벽 고정법	망입 또는 선입 판유리를 천장 바탕면에 실리콘계 실링재와 받침철물을 사용하여 방연벽으로 하는 고정법이다.
Con-captions	Const	2024	0140	5.000	철물 고정법	거울, 장식유리 등의 상하에 철물을 부착하여 하부의 받침 철물로서 그 중량을 지지하는 고정법이다.
Con-captions	Const	2024	0141	5.000	측면 블록	새시 내에서 유리가 일정한 면 클리어런스를 유지토록 하며, 새시의 양측면에 대해 중심에 위치하도록 하는 재료로 품질관리를 위해 새시 공장생산 시 부착하여 출고하는 것을 원칙으로 한다.
Con-captions	Const	2024	0142	5.000	치솟음	휨가공에서 발생하는 현상으로 유리의 단부가 형틀과는 다르게 소정의 곡률로 되지 않는 부분을 말한다.
Con-captions	Const	2024	0143	5.000	클린 컷	유리를 절단한 후 그 절단면에 구멍 흠집, 단면결손, 경사단면 등의 결함이 없이 깨끗이 절단된 상태를 말한다.
Con-captions	Const	2024	0144	5.000	태피스트리 가공	샌드 블라스트 가공을 시행한 것에 화학물질 코팅 가공
Con-captions	Const	2024	0145	5.000	폴리비닐부티랄(PVB Poly Vinyl Butyral)필름	(PVB Poly Vinyl Butyral) 재질의 접합 유리용 필름
Con-captions	Const	2024	0146	5.000	핀 홀(pin hole)	바탕 유리까지 도달하는 윤곽이 뚜렷한 얇은 막의 구멍을 말한다.
Con-captions	Const	2024	0147	5.000	흡습제	작은 기공을 수억 개 갖고 있는 입자로 기체분자를 흡착하는 성질에 의해 밀폐공간에 건조상태를 유지하는 재료 
Con-captions	Const	2024	0148	5.000	계단식 이음(horizontal seam)	물 흐름 방향으로 일정한 간격마다 각재 또는 기타 고정재로 고정하여 계단식 모양으로 지붕을 만드는 이음 방법
Con-captions	Const	2024	0149	5.000	골(계곡)(valley)	경사 지붕에서 지붕 면이 교차되는 낮은 부분
Con-captions	Const	2024	0150	5.000	굽도리 철판(base flashing)	지붕면과 수직을 형성하는 면의 하단부에 비흘림 및 빗물막이를 위하여 설치하는 강판
Con-captions	Const	2024	0151	5.000	금속제 절판 지붕(structural metal roofing)	금속판을 V자, U자 또는 이에 가까운 모양으로 접어 제작한 지붕판을 사용하여 설치하는 지붕
Con-captions	Const	2024	0152	5.000	금속패널 지붕	공장에서 미리 패널 타입으로 성형하여 현장에서 설치하는 지붕 금속패널로 종류는 금속절판 지붕, 돌출 잇기 지붕, 기와가락 잇기 지붕 등이 있음
Con-captions	Const	2024	0153	5.000	기와가락 잇기(batten seam)	너비 방향으로 일정한 간격마다 각재를 바닥에 고정한 후 규격에 맞춘 금속판으로 마감하여 각재 부위가 돌출되어 있는 방법
Con-captions	Const	2024	0154	5.000	너비 방향(가로 방향)	지붕에서 물이 흘러내리는 방향과 직각인 방향
Con-captions	Const	2024	0155	5.000	데크(deck)	일반적으로 바닥판을 의미하지만 지붕공사에서는 Roof Deck를 말한다.
Con-captions	Const	2024	0156	5.000	돌출 잇기(standing seam)	금속판 이음 부위가 바탕에 수직으로 돌출되게 설치하는 이음 방법
Con-captions	Const	2024	0157	5.000	레이크(rakes)	지붕 경사에 수평으로 설치하는 부재 및 박공지붕에서 벽과 박공지붕 사이에 마감하는 부재
